date,code,from,to,kind,title,公告日,在名单,score,首次确认
2023-10-21 00:00:00,002475,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-10-21 00:00:00,False,0.014571,True
2023-10-26 00:00:00,002262,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-10-26 00:00:00,False,0.006338,True
2023-10-28 00:00:00,601298,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-10-28 00:00:00,False,0.005408,True
2023-11-29 00:00:00,002407,预测中,已明说不会亏,预告,2023年度业绩预告（预减）,2023-11-29 00:00:00,False,0.011932,True
2023-12-11 00:00:00,300214,预测中,已明说不会亏,预告,2023年度业绩预告（略减）,2023-12-11 00:00:00,False,0.075625,True
2023-12-18 00:00:00,002126,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2023-12-18 00:00:00,False,0.026236,True
2023-12-21 00:00:00,000651,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-12-21 00:00:00,False,0.011049,True
2023-12-22 00:00:00,300304,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2023-12-22 00:00:00,False,0.018523,True
2023-12-22 00:00:00,688480,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-12-22 00:00:00,False,0.008978,True
2023-12-26 00:00:00,300533,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2023-12-26 00:00:00,False,0.075987,True
2023-12-27 00:00:00,688036,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2023-12-27 00:00:00,False,0.017629,True
2023-12-28 00:00:00,688076,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-12-28 00:00:00,False,0.036582,True
2023-12-30 00:00:00,600519,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2023-12-30 00:00:00,False,0.005834,True
2024-01-02 00:00:00,000729,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-02 00:00:00,False,0.07086,True
2024-01-02 00:00:00,600157,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-02 00:00:00,False,0.107809,True
2024-01-03 00:00:00,002204,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-03 00:00:00,False,0.100716,True
2024-01-03 00:00:00,688041,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-03 00:00:00,False,0.013417,True
2024-01-03 00:00:00,688410,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-03 00:00:00,False,0.007627,True
2024-01-04 00:00:00,300962,预测中,已明说不会亏,预告,2023年度业绩预告（续盈）,2024-01-04 00:00:00,False,0.008848,True
2024-01-04 00:00:00,688111,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-04 00:00:00,False,0.008383,True
2024-01-04 00:00:00,688332,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-04 00:00:00,False,0.008402,True
2024-01-04 00:00:00,688777,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-04 00:00:00,False,0.014282,True
2024-01-05 00:00:00,002536,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-05 00:00:00,False,0.139695,True
2024-01-05 00:00:00,300146,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-05 00:00:00,False,0.039033,True
2024-01-05 00:00:00,300221,预测中,已明说不会亏,预告,2023年度业绩预告（扭亏）,2024-01-05 00:00:00,False,0.181808,True
2024-01-05 00:00:00,300801,预测中,已明说不会亏,预告,2023年度业绩预告（预减）,2024-01-05 00:00:00,False,0.014038,True
2024-01-05 00:00:00,300896,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-05 00:00:00,False,0.005655,True
2024-01-05 00:00:00,603081,预测中,已明说不会亏,预告,2023年度业绩预告（预减）,2024-01-05 00:00:00,False,0.091718,True
2024-01-06 00:00:00,002847,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-06 00:00:00,False,0.006812,True
2024-01-06 00:00:00,300049,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-06 00:00:00,False,0.024206,True
2024-01-06 00:00:00,600066,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-06 00:00:00,False,0.028447,True
2024-01-06 00:00:00,600096,预测中,已明说不会亏,预告,2023年度业绩预告（略减）,2024-01-06 00:00:00,False,0.011833,True
2024-01-06 00:00:00,600480,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-06 00:00:00,False,0.027249,True
2024-01-06 00:00:00,600961,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-06 00:00:00,False,0.016994,True
2024-01-08 00:00:00,300036,预测中,已明说不会亏,预告,2023年度业绩预告（扭亏）,2024-01-08 00:00:00,False,0.211559,True
2024-01-08 00:00:00,300389,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-08 00:00:00,False,0.014881,True
2024-01-08 00:00:00,301280,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-08 00:00:00,False,0.006961,True
2024-01-09 00:00:00,000715,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.016256,True
2024-01-09 00:00:00,002472,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-09 00:00:00,False,0.016272,True
2024-01-09 00:00:00,002605,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.0322,True
2024-01-09 00:00:00,002783,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.045604,True
2024-01-09 00:00:00,002947,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.018485,True
2024-01-09 00:00:00,300567,预测中,已明说不会亏,预告,2023年度业绩预告（略减）,2024-01-09 00:00:00,False,0.070744,True
2024-01-09 00:00:00,301185,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.049116,True
2024-01-09 00:00:00,601137,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.010987,True
2024-01-09 00:00:00,603877,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-09 00:00:00,False,0.087045,True
2024-01-10 00:00:00,002051,预测中,已明说不会亏,预告,2023年度业绩预告（略增）,2024-01-10 00:00:00,False,0.056522,True
2024-01-10 00:00:00,002983,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-10 00:00:00,False,0.0274,True
2024-01-10 00:00:00,300002,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-10 00:00:00,False,0.038483,True
2024-01-10 00:00:00,300478,预测中,已明说不会亏,预告,2023年度业绩预告（扭亏）,2024-01-10 00:00:00,False,0.452208,True
2024-01-10 00:00:00,300558,预测中,已明说不会亏,预告,2023年度业绩预告（预增）,2024-01-10 00:00:00,False,0.125842,True
2024-01-10 00:00:00,300601,预测中,已明说不会亏,预告,2023年度业绩预告（扭亏）,2024-01-10 00:00:00,False,0.115994,True
